,Date,Number of NaNs
3574,2010-11-28,140
3575,2010-11-29,130
3576,2010-11-30,118
3577,2010-12-01,137
3578,2010-12-02,135
3579,2010-12-03,88
3580,2010-12-04,46
3581,2010-12-05,135
3582,2010-12-06,135
3583,2010-12-07,76
3584,2010-12-08,115
3585,2010-12-09,15
3586,2010-12-10,105
3587,2010-12-11,33
3588,2010-12-12,36
3589,2010-12-13,67
3590,2010-12-14,50
3591,2010-12-15,107
3592,2010-12-16,0
3593,2010-12-17,137
3594,2010-12-18,7
3595,2010-12-19,96
3596,2010-12-20,58
3597,2010-12-21,139
3598,2010-12-22,136
3599,2010-12-23,127
3600,2010-12-24,140
3601,2010-12-25,114
3602,2010-12-26,139
3603,2010-12-27,0
3604,2010-12-28,140
3605,2010-12-29,24
3606,2010-12-30,38
3607,2010-12-31,0
3608,2011-01-01,0
3609,2011-01-02,33
3610,2011-01-03,0
3611,2011-01-04,128
3612,2011-01-05,0
3613,2011-01-06,128
3614,2011-01-07,140
3615,2011-01-08,117
3616,2011-01-09,136
3617,2011-01-10,139
3618,2011-01-11,114
3619,2011-01-12,36
3620,2011-01-13,64
3621,2011-01-14,2
3622,2011-01-15,2
3623,2011-01-16,48
3624,2011-01-17,0
3625,2011-01-18,24
3626,2011-01-19,131
3627,2011-01-20,105
3628,2011-01-21,60
3629,2011-01-22,11
3630,2011-01-23,7
3631,2011-01-24,49
3632,2011-01-25,137
3633,2011-01-26,96
3634,2011-01-27,38
3635,2011-01-28,12
3636,2011-01-29,131
3637,2011-01-30,2
3638,2011-01-31,0
3639,2011-02-01,0
3640,2011-02-02,0
3641,2011-02-03,106
3642,2011-02-04,51
3643,2011-02-05,26
3644,2011-02-06,81
3645,2011-02-07,0
3646,2011-02-08,0
3647,2011-02-09,0
3648,2011-02-10,0
3649,2011-02-11,47
3650,2011-02-12,58
3651,2011-02-13,126
3652,2011-02-14,17
3653,2011-02-15,86
3654,2011-02-16,140
3655,2011-02-17,133
3656,2011-02-18,39
3657,2011-02-19,12
3658,2011-02-20,67
3659,2011-02-21,137
3660,2011-02-22,112
3661,2011-02-23,0
3662,2011-02-24,0
3663,2011-02-25,50
3664,2011-02-26,0
3665,2011-02-27,135
3666,2011-02-28,140
3667,2011-03-01,9
3668,2011-03-02,0
3669,2011-03-03,135
3670,2011-03-04,67
3671,2011-03-05,3
3672,2011-03-06,0
3673,2011-03-07,25
3674,2011-03-08,0
3675,2011-03-09,2
3676,2011-03-10,28
3677,2011-03-11,0
3678,2011-03-12,123
3679,2011-03-13,138
3680,2011-03-14,114
3681,2011-03-15,116
3682,2011-03-16,140
3683,2011-03-17,140
3684,2011-03-18,85
3685,2011-03-19,130
3686,2011-03-20,0
3687,2011-03-21,0
3688,2011-03-22,8
3689,2011-03-23,6
3690,2011-03-24,3
3691,2011-03-25,0
3692,2011-03-26,54
3693,2011-03-27,134
3694,2011-03-28,135
3695,2011-03-29,2
3696,2011-03-30,79
3697,2011-03-31,68
3698,2011-04-01,15
3699,2011-04-02,0
3700,2011-04-03,19
3701,2011-04-04,124
3702,2011-04-05,5
3703,2011-04-06,62
3704,2011-04-07,0
3705,2011-04-08,117
3706,2011-04-09,0
3707,2011-04-10,4
3708,2011-04-11,30
3709,2011-04-12,136
3710,2011-04-13,65
3711,2011-04-14,139
3712,2011-04-15,105
3713,2011-04-16,34
3714,2011-04-17,11
3715,2011-04-18,0
3716,2011-04-19,18
3717,2011-04-20,5
3718,2011-04-21,0
3719,2011-04-22,0
3720,2011-04-23,92
3721,2011-04-24,133
3722,2011-04-25,0
3723,2011-04-26,48
3724,2011-04-27,114
3725,2011-04-28,130
3726,2011-04-29,140
3727,2011-04-30,133
3728,2011-05-01,109
3729,2011-05-02,114
3730,2011-05-03,137
3731,2011-05-04,7
3732,2011-05-05,0
3733,2011-05-06,0
3734,2011-05-07,0
3735,2011-05-08,22
3736,2011-05-09,2
3737,2011-05-10,56
3738,2011-05-11,49
3739,2011-05-12,139
3740,2011-05-13,5
3741,2011-05-14,89
3742,2011-05-15,140
3743,2011-05-16,129
3744,2011-05-17,93
3745,2011-05-18,65
3746,2011-05-19,9
3747,2011-05-20,14
3748,2011-05-21,61
3749,2011-05-22,73
3750,2011-05-23,8
3751,2011-05-24,0
3752,2011-05-25,2
3753,2011-05-26,115
3754,2011-05-27,136
3755,2011-05-28,81
3756,2011-05-29,41
3757,2011-05-30,0
3758,2011-05-31,57
3759,2011-06-01,134
3760,2011-06-02,138
3761,2011-06-03,137
3762,2011-06-04,120
3763,2011-06-05,64
3764,2011-06-06,126
3765,2011-06-07,140
3766,2011-06-08,105
3767,2011-06-09,138
3768,2011-06-10,140
3769,2011-06-11,138
3770,2011-06-12,95
3771,2011-06-13,140
3772,2011-06-14,86
3773,2011-06-15,89
3774,2011-06-16,114
3775,2011-06-17,116
3776,2011-06-18,140
3777,2011-06-19,36
3778,2011-06-20,73
3779,2011-06-21,2
3780,2011-06-22,84
3781,2011-06-23,137
3782,2011-06-24,46
3783,2011-06-25,78
3784,2011-06-26,8
3785,2011-06-27,0
3786,2011-06-28,0
3787,2011-06-29,1
3788,2011-06-30,111
3789,2011-07-01,66
3790,2011-07-02,70
3791,2011-07-03,64
3792,2011-07-04,13
3793,2011-07-05,19
3794,2011-07-06,25
3795,2011-07-07,137
3796,2011-07-08,61
3797,2011-07-09,4
3798,2011-07-10,21
3799,2011-07-11,6
3800,2011-07-12,0
3801,2011-07-13,131
3802,2011-07-14,103
3803,2011-07-15,98
3804,2011-07-16,42
3805,2011-07-17,131
3806,2011-07-18,104
3807,2011-07-19,97
3808,2011-07-20,134
3809,2011-07-21,78
3810,2011-07-22,95
3811,2011-07-23,110
3812,2011-07-24,112
3813,2011-07-25,125
3814,2011-07-26,87
3815,2011-07-27,118
3816,2011-07-28,104
3817,2011-07-29,136
3818,2011-07-30,126
3819,2011-07-31,27
3820,2011-08-01,27
3821,2011-08-02,0
3822,2011-08-03,20
3823,2011-08-04,86
3824,2011-08-05,135
3825,2011-08-06,76
3826,2011-08-07,140
3827,2011-08-08,89
3828,2011-08-09,80
3829,2011-08-10,9
3830,2011-08-11,0
3831,2011-08-12,48
3832,2011-08-13,29
3833,2011-08-14,5
3834,2011-08-15,133
3835,2011-08-16,1
3836,2011-08-17,1
3837,2011-08-18,0
3838,2011-08-19,1
3839,2011-08-20,0
3840,2011-08-21,0
3841,2011-08-22,0
3842,2011-08-23,0
3843,2011-08-24,0
3844,2011-08-25,0
3845,2011-08-26,1
3846,2011-08-27,133
3847,2011-08-28,0
3848,2011-08-29,0
3849,2011-08-30,99
3850,2011-08-31,20
3851,2011-09-01,140
3852,2011-09-02,89
3853,2011-09-03,3
3854,2011-09-04,135
3855,2011-09-05,140
3856,2011-09-06,30
3857,2011-09-07,75
3858,2011-09-08,133
3859,2011-09-09,31
3860,2011-09-10,0
3861,2011-09-11,0
3862,2011-09-12,36
3863,2011-09-13,0
3864,2011-09-14,66
3865,2011-09-15,19
3866,2011-09-16,0
3867,2011-09-17,140
3868,2011-09-18,140
3869,2011-09-19,135
3870,2011-09-20,33
3871,2011-09-21,0
3872,2011-09-22,3
3873,2011-09-23,2
3874,2011-09-24,0
3875,2011-09-25,20
3876,2011-09-26,0
3877,2011-09-27,0
3878,2011-09-28,0
3879,2011-09-29,0
3880,2011-09-30,0
3881,2011-10-01,0
3882,2011-10-02,0
3883,2011-10-03,0
3884,2011-10-04,0
3885,2011-10-05,0
3886,2011-10-06,11
3887,2011-10-07,83
3888,2011-10-08,115
3889,2011-10-09,15
3890,2011-10-10,66
3891,2011-10-11,56
3892,2011-10-12,15
3893,2011-10-13,64
3894,2011-10-14,3
3895,2011-10-15,4
3896,2011-10-16,0
3897,2011-10-17,0
3898,2011-10-18,0
3899,2011-10-19,140
3900,2011-10-20,106
3901,2011-10-21,11
3902,2011-10-22,0
3903,2011-10-23,11
3904,2011-10-24,88
3905,2011-10-25,129
3906,2011-10-26,140
3907,2011-10-27,25
3908,2011-10-28,46
3909,2011-10-29,0
3910,2011-10-30,0
3911,2011-10-31,2
3912,2011-11-01,2
3913,2011-11-02,50
3914,2011-11-03,86
3915,2011-11-04,129
3916,2011-11-05,138
3917,2011-11-06,109
3918,2011-11-07,112
3919,2011-11-08,123
3920,2011-11-09,23
3921,2011-11-10,6
3922,2011-11-11,47
3923,2011-11-12,0
3924,2011-11-13,0
3925,2011-11-14,0
3926,2011-11-15,0
3927,2011-11-16,0
3928,2011-11-17,0
3929,2011-11-18,0
3930,2011-11-19,0
3931,2011-11-20,18
3932,2011-11-21,0
3933,2011-11-22,0
3934,2011-11-23,3
3935,2011-11-24,0
3936,2011-11-25,1
3937,2011-11-26,23
3938,2011-11-27,0
3939,2011-11-28,14
3940,2011-11-29,51
3941,2011-11-30,5
3942,2011-12-01,0
3943,2011-12-02,75
3944,2011-12-03,98
3945,2011-12-04,140
3946,2011-12-05,89
3947,2011-12-06,67
3948,2011-12-07,140
3949,2011-12-08,0
3950,2011-12-09,75
3951,2011-12-10,55
3952,2011-12-11,45
3953,2011-12-12,132
3954,2011-12-13,64
3955,2011-12-14,105
3956,2011-12-15,140
3957,2011-12-16,140
3958,2011-12-17,92
3959,2011-12-18,96
3960,2011-12-19,8
3961,2011-12-20,137
3962,2011-12-21,71
3963,2011-12-22,138
3964,2011-12-23,9
3965,2011-12-24,130
3966,2011-12-25,17
3967,2011-12-26,60
3968,2011-12-27,0
3969,2011-12-28,0
3970,2011-12-29,140
3971,2011-12-30,125
3972,2011-12-31,103
3973,2012-01-01,74
3974,2012-01-02,136
3975,2012-01-03,5
3976,2012-01-04,140
3977,2012-01-05,140
3978,2012-01-06,106
3979,2012-01-07,87
3980,2012-01-08,133
3981,2012-01-09,20
3982,2012-01-10,115
3983,2012-01-11,0
3984,2012-01-12,0
3985,2012-01-13,19
3986,2012-01-14,15
3987,2012-01-15,0
3988,2012-01-16,0
3989,2012-01-17,18
3990,2012-01-18,0
3991,2012-01-19,140
3992,2012-01-20,138
3993,2012-01-21,110
3994,2012-01-22,48
3995,2012-01-23,39
3996,2012-01-24,93
3997,2012-01-25,10
3998,2012-01-26,0
3999,2012-01-27,47
4000,2012-01-28,138
4001,2012-01-29,57
4002,2012-01-30,9
4003,2012-01-31,124
4004,2012-02-01,135
4005,2012-02-02,138
4006,2012-02-03,7
4007,2012-02-04,119
4008,2012-02-05,5
4009,2012-02-06,14
4010,2012-02-07,132
4011,2012-02-08,65
4012,2012-02-09,30
4013,2012-02-10,80
4014,2012-02-11,113
4015,2012-02-12,109
4016,2012-02-13,120
4017,2012-02-14,78
4018,2012-02-15,123
4019,2012-02-16,34
4020,2012-02-17,55
4021,2012-02-18,30
4022,2012-02-19,138
4023,2012-02-20,137
4024,2012-02-21,0
4025,2012-02-22,0
4026,2012-02-23,139
4027,2012-02-24,13
4028,2012-02-25,68
4029,2012-02-26,72
4030,2012-02-27,6
4031,2012-02-28,30
4032,2012-02-29,100
4033,2012-03-01,0
4034,2012-03-02,0
4035,2012-03-03,0
4036,2012-03-04,120
4037,2012-03-05,136
4038,2012-03-06,90
4039,2012-03-07,6
4040,2012-03-08,64
4041,2012-03-09,24
4042,2012-03-10,3
4043,2012-03-11,66
4044,2012-03-12,65
4045,2012-03-13,0
4046,2012-03-14,0
4047,2012-03-15,0
4048,2012-03-16,0
4049,2012-03-17,1
4050,2012-03-18,121
4051,2012-03-19,138
4052,2012-03-20,0
4053,2012-03-21,28
4054,2012-03-22,0
4055,2012-03-23,1
4056,2012-03-24,16
4057,2012-03-25,105
4058,2012-03-26,0
4059,2012-03-27,0
4060,2012-03-28,0
4061,2012-03-29,62
4062,2012-03-30,96
4063,2012-03-31,0
4064,2012-04-01,9
4065,2012-04-02,23
4066,2012-04-03,92
4067,2012-04-04,138
4068,2012-04-05,140
4069,2012-04-06,114
4070,2012-04-07,138
4071,2012-04-08,108
4072,2012-04-09,68
4073,2012-04-10,48
4074,2012-04-11,137
4075,2012-04-12,2
4076,2012-04-13,140
4077,2012-04-14,140
4078,2012-04-15,140
4079,2012-04-16,140
4080,2012-04-17,32
4081,2012-04-18,133
4082,2012-04-19,139
4083,2012-04-20,132
4084,2012-04-21,25
4085,2012-04-22,140
4086,2012-04-23,133
4087,2012-04-24,140
4088,2012-04-25,5
4089,2012-04-26,31
4090,2012-04-27,49
4091,2012-04-28,0
4092,2012-04-29,120
4093,2012-04-30,80
4094,2012-05-01,136
4095,2012-05-02,37
4096,2012-05-03,71
4097,2012-05-04,31
4098,2012-05-05,135
4099,2012-05-06,140
4100,2012-05-07,58
4101,2012-05-08,66
4102,2012-05-09,92
4103,2012-05-10,25
4104,2012-05-11,20
4105,2012-05-12,136
4106,2012-05-13,67
4107,2012-05-14,0
4108,2012-05-15,0
4109,2012-05-16,119
4110,2012-05-17,2
4111,2012-05-18,87
4112,2012-05-19,44
4113,2012-05-20,133
4114,2012-05-21,134
4115,2012-05-22,93
4116,2012-05-23,40
4117,2012-05-24,116
4118,2012-05-25,2
4119,2012-05-26,51
4120,2012-05-27,80
4121,2012-05-28,137
4122,2012-05-29,100
4123,2012-05-30,110
4124,2012-05-31,84
4125,2012-06-01,112
4126,2012-06-02,70
4127,2012-06-03,116
4128,2012-06-04,140
4129,2012-06-05,4
4130,2012-06-06,140
4131,2012-06-07,87
4132,2012-06-08,136
4133,2012-06-09,139
4134,2012-06-10,138
4135,2012-06-11,137
4136,2012-06-12,140
4137,2012-06-13,130
4138,2012-06-14,54
4139,2012-06-15,2
4140,2012-06-16,0
4141,2012-06-17,0
4142,2012-06-18,7
4143,2012-06-19,5
4144,2012-06-20,115
4145,2012-06-21,20
4146,2012-06-22,8
4147,2012-06-23,113
4148,2012-06-24,98
4149,2012-06-25,80
4150,2012-06-26,99
4151,2012-06-27,31
4152,2012-06-28,0
4153,2012-06-29,19
4154,2012-06-30,0
4155,2012-07-01,10
4156,2012-07-02,70
4157,2012-07-03,86
4158,2012-07-04,11
4159,2012-07-05,53
4160,2012-07-06,122
4161,2012-07-07,25
4162,2012-07-08,105
4163,2012-07-09,7
4164,2012-07-10,49
4165,2012-07-11,45
4166,2012-07-12,71
4167,2012-07-13,135
4168,2012-07-14,133
4169,2012-07-15,99
4170,2012-07-16,9
4171,2012-07-17,66
4172,2012-07-18,0
4173,2012-07-19,27
4174,2012-07-20,109
4175,2012-07-21,129
4176,2012-07-22,100
4177,2012-07-23,6
4178,2012-07-24,53
4179,2012-07-25,104
4180,2012-07-26,27
4181,2012-07-27,2
4182,2012-07-28,121
4183,2012-07-29,75
4184,2012-07-30,87
4185,2012-07-31,77
4186,2012-08-01,0
4187,2012-08-02,81
4188,2012-08-03,78
4189,2012-08-04,40
4190,2012-08-05,42
4191,2012-08-06,21
4192,2012-08-07,1
4193,2012-08-08,2
4194,2012-08-09,100
4195,2012-08-10,36
4196,2012-08-11,37
4197,2012-08-12,19
4198,2012-08-13,19
4199,2012-08-14,65
4200,2012-08-15,0
4201,2012-08-16,118
4202,2012-08-17,0
4203,2012-08-18,0
4204,2012-08-19,0
4205,2012-08-20,0
4206,2012-08-21,0
4207,2012-08-22,5
4208,2012-08-23,2
4209,2012-08-24,40
4210,2012-08-25,86
4211,2012-08-26,118
4212,2012-08-27,0
4213,2012-08-28,0
4214,2012-08-29,70
4215,2012-08-30,140
4216,2012-08-31,140
4217,2012-09-01,140
4218,2012-09-02,74
4219,2012-09-03,140
4220,2012-09-04,137
4221,2012-09-05,79
4222,2012-09-06,70
4223,2012-09-07,0
4224,2012-09-08,0
4225,2012-09-09,0
4226,2012-09-10,11
4227,2012-09-11,29
4228,2012-09-12,140
4229,2012-09-13,115
4230,2012-09-14,0
4231,2012-09-15,14
4232,2012-09-16,14
4233,2012-09-17,58
4234,2012-09-18,0
4235,2012-09-19,140
4236,2012-09-20,0
4237,2012-09-21,10
4238,2012-09-22,35
4239,2012-09-23,100
4240,2012-09-24,138
4241,2012-09-25,76
4242,2012-09-26,113
4243,2012-09-27,64
4244,2012-09-28,19
4245,2012-09-29,140
4246,2012-09-30,109
4247,2012-10-01,137
4248,2012-10-02,44
4249,2012-10-03,35
4250,2012-10-04,119
4251,2012-10-05,14
4252,2012-10-06,1
4253,2012-10-07,104
4254,2012-10-08,34
4255,2012-10-09,76
4256,2012-10-10,127
4257,2012-10-11,43
4258,2012-10-12,60
4259,2012-10-13,139
4260,2012-10-14,108
4261,2012-10-15,140
4262,2012-10-16,37
4263,2012-10-17,140
4264,2012-10-18,5
4265,2012-10-19,42
4266,2012-10-20,0
4267,2012-10-21,0
4268,2012-10-22,0
4269,2012-10-23,0
4270,2012-10-24,0
4271,2012-10-25,0
4272,2012-10-26,140
4273,2012-10-27,131
4274,2012-10-28,130
4275,2012-10-29,62
4276,2012-10-30,93
4277,2012-10-31,95
4278,2012-11-01,132
4279,2012-11-02,88
4280,2012-11-03,130
4281,2012-11-04,140
4282,2012-11-05,91
4283,2012-11-06,56
4284,2012-11-07,46
4285,2012-11-08,90
4286,2012-11-09,3
4287,2012-11-10,140
4288,2012-11-11,140
4289,2012-11-12,121
4290,2012-11-13,18
4291,2012-11-14,7
4292,2012-11-15,0
4293,2012-11-16,0
4294,2012-11-17,0
4295,2012-11-18,120
4296,2012-11-19,68
4297,2012-11-20,2
4298,2012-11-21,0
4299,2012-11-22,138
4300,2012-11-23,124
4301,2012-11-24,15
4302,2012-11-25,1
4303,2012-11-26,119
4304,2012-11-27,135
4305,2012-11-28,140
4306,2012-11-29,140
4307,2012-11-30,80
4308,2012-12-01,112
4309,2012-12-02,108
4310,2012-12-03,6
4311,2012-12-04,134
4312,2012-12-05,39
4313,2012-12-06,76
4314,2012-12-07,81
4315,2012-12-08,126
4316,2012-12-09,33
4317,2012-12-10,93
4318,2012-12-11,80
4319,2012-12-12,0
4320,2012-12-13,137
4321,2012-12-14,85
4322,2012-12-15,130
4323,2012-12-16,34
4324,2012-12-17,140
4325,2012-12-18,64
4326,2012-12-19,27
4327,2012-12-20,134
4328,2012-12-21,80
4329,2012-12-22,140
4330,2012-12-23,87
4331,2012-12-24,20
4332,2012-12-25,139
4333,2012-12-26,128
4334,2012-12-27,24
4335,2012-12-28,66
4336,2012-12-29,81
4337,2012-12-30,1
4338,2012-12-31,18
4339,2013-01-01,105
4340,2013-01-02,107
4341,2013-01-03,60
4342,2013-01-04,89
4343,2013-01-05,73
4344,2013-01-06,16
4345,2013-01-07,33
4346,2013-01-08,9
4347,2013-01-09,140
4348,2013-01-10,139
4349,2013-01-11,104
4350,2013-01-12,21
4351,2013-01-13,89
4352,2013-01-14,134
4353,2013-01-15,109
4354,2013-01-16,140
4355,2013-01-17,125
4356,2013-01-18,26
4357,2013-01-19,66
4358,2013-01-20,117
4359,2013-01-21,137
4360,2013-01-22,88
4361,2013-01-23,2
4362,2013-01-24,49
4363,2013-01-25,30
4364,2013-01-26,0
4365,2013-01-27,32
4366,2013-01-28,140
4367,2013-01-29,37
4368,2013-01-30,110
4369,2013-01-31,16
4370,2013-02-01,140
4371,2013-02-02,140
4372,2013-02-03,72
4373,2013-02-04,58
4374,2013-02-05,72
4375,2013-02-06,42
4376,2013-02-07,54
4377,2013-02-08,90
4378,2013-02-09,10
4379,2013-02-10,0
4380,2013-02-11,140
4381,2013-02-12,136
4382,2013-02-13,21
4383,2013-02-14,27
4384,2013-02-15,133
4385,2013-02-16,80
4386,2013-02-17,124
4387,2013-02-18,9
4388,2013-02-19,33
4389,2013-02-20,70
4390,2013-02-21,76
4391,2013-02-22,81
4392,2013-02-23,56
4393,2013-02-24,136
4394,2013-02-25,82
4395,2013-02-26,94
4396,2013-02-27,46
4397,2013-02-28,83
4398,2013-03-01,0
4399,2013-03-02,0
4400,2013-03-03,0
4401,2013-03-04,0
4402,2013-03-05,138
4403,2013-03-06,132
4404,2013-03-07,119
4405,2013-03-08,110
4406,2013-03-09,125
4407,2013-03-10,58
4408,2013-03-11,31
4409,2013-03-12,134
4410,2013-03-13,106
4411,2013-03-14,105
4412,2013-03-15,45
4413,2013-03-16,0
4414,2013-03-17,140
4415,2013-03-18,140
4416,2013-03-19,74
4417,2013-03-20,112
4418,2013-03-21,38
4419,2013-03-22,10
4420,2013-03-23,45
4421,2013-03-24,139
4422,2013-03-25,140
4423,2013-03-26,140
4424,2013-03-27,84
4425,2013-03-28,140
4426,2013-03-29,94
4427,2013-03-30,140
4428,2013-03-31,113
4429,2013-04-01,26
4430,2013-04-02,125
4431,2013-04-03,74
4432,2013-04-04,116
4433,2013-04-05,140
4434,2013-04-06,122
4435,2013-04-07,133
4436,2013-04-08,140
4437,2013-04-09,97
4438,2013-04-10,61
4439,2013-04-11,129
4440,2013-04-12,140
4441,2013-04-13,37
4442,2013-04-14,4
4443,2013-04-15,0
4444,2013-04-16,89
4445,2013-04-17,101
4446,2013-04-18,33
4447,2013-04-19,103
4448,2013-04-20,140
4449,2013-04-21,110
4450,2013-04-22,140
4451,2013-04-23,99
4452,2013-04-24,0
4453,2013-04-25,0
4454,2013-04-26,139
4455,2013-04-27,140
4456,2013-04-28,99
4457,2013-04-29,140
4458,2013-04-30,140
4459,2013-05-01,123
4460,2013-05-02,130
4461,2013-05-03,56
4462,2013-05-04,43
4463,2013-05-05,22
4464,2013-05-06,140
4465,2013-05-07,137
4466,2013-05-08,95
4467,2013-05-09,52
4468,2013-05-10,140
4469,2013-05-11,137
4470,2013-05-12,113
4471,2013-05-13,93
4472,2013-05-14,12
4473,2013-05-15,130
4474,2013-05-16,139
4475,2013-05-17,140
4476,2013-05-18,25
4477,2013-05-19,136
4478,2013-05-20,124
4479,2013-05-21,103
4480,2013-05-22,137
4481,2013-05-23,35
4482,2013-05-24,140
4483,2013-05-25,136
4484,2013-05-26,125
4485,2013-05-27,106
4486,2013-05-28,118
4487,2013-05-29,140
4488,2013-05-30,140
4489,2013-05-31,140
4490,2013-06-01,85
4491,2013-06-02,140
4492,2013-06-03,93
4493,2013-06-04,73
4494,2013-06-05,67
4495,2013-06-06,10
4496,2013-06-07,69
4497,2013-06-08,13
4498,2013-06-09,139
4499,2013-06-10,132
4500,2013-06-11,99
4501,2013-06-12,45
4502,2013-06-13,0
4503,2013-06-14,115
4504,2013-06-15,63
4505,2013-06-16,44
4506,2013-06-17,0
4507,2013-06-18,36
4508,2013-06-19,2
4509,2013-06-20,0
4510,2013-06-21,3
4511,2013-06-22,86
4512,2013-06-23,115
4513,2013-06-24,135
4514,2013-06-25,113
4515,2013-06-26,124
4516,2013-06-27,122
4517,2013-06-28,140
4518,2013-06-29,130
4519,2013-06-30,52
4520,2013-07-01,15
4521,2013-07-02,67
4522,2013-07-03,128
4523,2013-07-04,111
4524,2013-07-05,51
4525,2013-07-06,22
4526,2013-07-07,67
4527,2013-07-08,72
4528,2013-07-09,116
4529,2013-07-10,49
4530,2013-07-11,22
4531,2013-07-12,1
4532,2013-07-13,15
4533,2013-07-14,0
4534,2013-07-15,1
4535,2013-07-16,2
4536,2013-07-17,8
4537,2013-07-18,131
4538,2013-07-19,62
4539,2013-07-20,14
4540,2013-07-21,0
4541,2013-07-22,0
4542,2013-07-23,0
4543,2013-07-24,76
4544,2013-07-25,44
4545,2013-07-26,0
4546,2013-07-27,5
4547,2013-07-28,9
4548,2013-07-29,139
4549,2013-07-30,37
4550,2013-07-31,0
4551,2013-08-01,0
4552,2013-08-02,0
4553,2013-08-03,9
4554,2013-08-04,21
4555,2013-08-05,0
4556,2013-08-06,0
4557,2013-08-07,61
4558,2013-08-08,62
4559,2013-08-09,117
4560,2013-08-10,40
4561,2013-08-11,4
4562,2013-08-12,49
4563,2013-08-13,42
4564,2013-08-14,55
4565,2013-08-15,23
4566,2013-08-16,0
4567,2013-08-17,17
4568,2013-08-19,119
4569,2013-08-20,62
4570,2013-08-21,0
4571,2013-08-22,0
4572,2013-08-23,121
4573,2013-08-24,32
4574,2013-08-25,102
4575,2013-08-26,138
4576,2013-08-27,135
4577,2013-08-28,95
4578,2013-08-29,16
4579,2013-08-30,23
4580,2013-08-31,7
4581,2013-09-01,46
4582,2013-09-02,54
4583,2013-09-03,0
4584,2013-09-04,0
4585,2013-09-05,0
4586,2013-09-06,8
4587,2013-09-07,0
4588,2013-09-08,136
4589,2013-09-09,43
4590,2013-09-10,133
4591,2013-09-11,105
4592,2013-09-12,114
4593,2013-09-13,104
4594,2013-09-14,59
4595,2013-09-15,140
4596,2013-09-16,131
4597,2013-09-17,38
4598,2013-09-18,112
4599,2013-09-19,18
4600,2013-09-20,22
4601,2013-09-21,25
4602,2013-09-22,100
4603,2013-09-23,0
4604,2013-09-24,0
4605,2013-09-25,16
4606,2013-09-26,75
4607,2013-09-27,109
4608,2013-09-28,29
4609,2013-09-29,140
4610,2013-09-30,138
4611,2013-10-01,103
4612,2013-10-02,49
4613,2013-10-03,65
4614,2013-10-04,121
4615,2013-10-05,138
4616,2013-10-06,124
4617,2013-10-07,87
4618,2013-10-08,101
4619,2013-10-09,131
4620,2013-10-10,140
4621,2013-10-11,90
4622,2013-10-12,77
4623,2013-10-13,98
4624,2013-10-14,140
4625,2013-10-15,135
4626,2013-10-16,35
4627,2013-10-17,1
4628,2013-10-18,0
4629,2013-10-19,55
4630,2013-10-20,121
4631,2013-10-21,86
4632,2013-10-22,100
4633,2013-10-23,134
4634,2013-10-24,88
4635,2013-10-25,28
4636,2013-10-26,2
4637,2013-10-27,111
4638,2013-10-28,64
4639,2013-10-29,136
4640,2013-10-30,139
4641,2013-10-31,68
4642,2013-11-01,88
4643,2013-11-02,139
4644,2013-11-03,119
4645,2013-11-04,130
4646,2013-11-05,43
4647,2013-11-06,138
4648,2013-11-07,4
4649,2013-11-08,73
4650,2013-11-09,136
4651,2013-11-10,120
4652,2013-11-11,19
4653,2013-11-12,24
4654,2013-11-13,11
4655,2013-11-14,129
4656,2013-11-15,130
4657,2013-11-16,2
4658,2013-11-17,71
4659,2013-11-18,94
4660,2013-11-19,135
4661,2013-11-20,92
4662,2013-11-21,121
4663,2013-11-22,60
4664,2013-11-23,139
4665,2013-11-24,119
4666,2013-11-25,19
4667,2013-11-26,25
4668,2013-11-27,13
4669,2013-11-28,12
4670,2013-11-29,0
4671,2013-11-30,117
4672,2013-12-01,0
4673,2013-12-02,0
4674,2013-12-03,14
4675,2013-12-04,0
4676,2013-12-05,130
4677,2013-12-06,35
4678,2013-12-07,73
4679,2013-12-08,2
4680,2013-12-09,127
4681,2013-12-10,0
4682,2013-12-11,0
4683,2013-12-12,0
4684,2013-12-13,0
4685,2013-12-14,0
4686,2013-12-15,19
4687,2013-12-16,0
4688,2013-12-17,5
4689,2013-12-18,139
4690,2013-12-19,137
4691,2013-12-20,138
4692,2013-12-21,47
4693,2013-12-22,105
4694,2013-12-23,81
4695,2013-12-24,128
4696,2013-12-25,139
4697,2013-12-26,140
4698,2013-12-27,49
4699,2013-12-28,31
4700,2013-12-29,133
4701,2013-12-30,23
4702,2013-12-31,26
4703,2014-01-01,38
4704,2014-01-02,129
4705,2014-01-03,133
4706,2014-01-04,140
4707,2014-01-05,139
4708,2014-01-06,14
4709,2014-01-07,64
4710,2014-01-08,87
4711,2014-01-09,112
4712,2014-01-10,137
4713,2014-01-11,92
4714,2014-01-12,2
4715,2014-01-13,0
4716,2014-01-14,140
4717,2014-01-15,33
4718,2014-01-16,140
4719,2014-01-17,134
4720,2014-01-18,62
4721,2014-01-19,119
4722,2014-01-20,105
4723,2014-01-21,92
4724,2014-01-22,7
4725,2014-01-23,84
4726,2014-01-24,139
4727,2014-01-25,0
4728,2014-01-26,114
4729,2014-01-27,72
4730,2014-01-28,126
4731,2014-01-29,20
4732,2014-01-30,138
4733,2014-01-31,134
4734,2014-02-01,104
4735,2014-02-02,140
4736,2014-02-03,89
4737,2014-02-04,121
4738,2014-02-05,136
